<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.07.23	04:00:00	156.657	156.850	156.201	156.308	10826	0	0
2024.07.23	08:00:00	156.308	156.637	155.825	156.011	12743	0	0
2024.07.23	12:00:00	156.009	156.265	155.823	156.028	10772	0	0
2024.07.23	16:00:00	156.026	156.209	155.693	155.784	10476	0	0
2024.07.23	20:00:00	155.784	155.805	155.542	155.565	6620	0	0
2024.07.24	00:00:00	155.582	155.991	155.517	155.826	4927	0	0
2024.07.24	04:00:00	155.826	155.877	154.542	154.609	12996	0	0
2024.07.24	08:00:00	154.608	154.943	154.359	154.861	12820	0	0
2024.07.24	12:00:00	154.861	154.931	153.760	153.808	10661	0	0
2024.07.24	16:00:00	153.807	153.998	153.106	153.470	16125	0	0
2024.07.24	20:00:00	153.471	154.096	153.444	153.850	7296	0	0
2024.07.25	00:00:00	153.852	153.969	152.845	153.244	9104	0	0
2024.07.25	04:00:00	153.241	153.347	152.224	152.620	12193	0	0
2024.07.25	08:00:00	152.620	152.969	151.942	152.706	15782	0	0
2024.07.25	12:00:00	152.705	153.734	152.090	153.520	14016	0	0
2024.07.25	16:00:00	153.506	154.315	153.230	154.024	15597	0	0
2024.07.25	20:00:00	154.027	154.052	153.749	153.937	10547	0	0
2024.07.26	00:00:00	153.938	154.134	153.384	153.916	8080	0	0
2024.07.26	04:00:00	153.920	154.087	153.430	153.677	9454	0	0
2024.07.26	08:00:00	153.676	154.430	153.503	154.299	13776	0	0
2024.07.26	12:00:00	154.300	154.737	154.026	154.220	13475	0	0
2024.07.26	16:00:00	154.217	154.220	153.110	153.787	15013	0	0
2024.07.26	20:00:00	153.784	153.873	153.673	153.723	5891	0	0
2024.07.29	00:00:00	153.675	154.353	153.455	153.662	8877	0	0
2024.07.29	04:00:00	153.655	153.833	153.014	153.414	13102	0	0
2024.07.29	08:00:00	153.414	153.916	153.142	153.690	14172	0	0
2024.07.29	12:00:00	153.687	154.034	153.593	153.887	11698	0	0
2024.07.29	16:00:00	153.886	154.206	153.732	153.944	12474	0	0
2024.07.29	20:00:00	153.944	154.054	153.889	154.000	4870	0	0
2024.07.30	00:00:00	153.994	154.063	153.620	153.962	6201	0	0
2024.07.30	04:00:00	153.961	154.441	153.851	154.437	9393	0	0
2024.07.30	08:00:00	154.437	155.214	154.421	154.665	12124	0	0
2024.07.30	12:00:00	154.662	155.022	154.662	154.941	7537	0	0
2024.07.30	16:00:00	154.942	154.942	153.142	153.236	18009	0	0
2024.07.30	20:00:00	153.238	153.442	152.659	152.734	10594	0	0
2024.07.31	00:00:00	152.762	153.139	152.106	152.367	10715	0	0
2024.07.31	04:00:00	152.372	153.920	151.619	152.551	14022	0	0
2024.07.31	08:00:00	152.541	153.165	150.050	150.915	17535	0	0
2024.07.31	12:00:00	150.922	150.943	149.783	150.331	16095	0	0
2024.07.31	16:00:00	150.330	150.677	149.626	150.561	16774	0	0
2024.07.31	20:00:00	150.561	151.257	149.609	149.969	15905	0	0
2024.08.01	00:00:00	149.944	150.321	149.347	149.438	9667	0	0
2024.08.01	04:00:00	149.438	149.790	148.512	149.683	16019	0	0
2024.08.01	08:00:00	149.683	150.335	149.428	149.695	17470	0	0
2024.08.01	12:00:00	149.703	150.859	149.610	150.859	13785	0	0
2024.08.01	16:00:00	150.859	150.888	149.681	149.897	18192	0	0
2024.08.01	20:00:00	149.900	149.943	149.279	149.342	12163	0	0
2024.08.02	00:00:00	149.361	149.441	148.864	149.379	10371	0	0
2024.08.02	04:00:00	149.383	149.771	149.233	149.261	13572	0	0
2024.08.02	08:00:00	149.254	149.372	148.625	149.075	15984	0	0
2024.08.02	12:00:00	149.067	149.122	147.018	147.435	13407	0	0
2024.08.02	16:00:00	147.447	148.162	146.418	146.846	22519	0	0
2024.08.02	20:00:00	146.850	146.955	146.441	146.485	11805	0	0
2024.08.05	00:00:00	146.382	146.564	145.190	145.520	13060	0	0
2024.08.05	04:00:00	145.516	145.591	142.172	143.163	18951	0	0
2024.08.05	08:00:00	143.162	143.983	141.689	142.393	20318	0	0
2024.08.05	12:00:00	142.404	142.962	141.742	142.248	17594	0	0
2024.08.05	16:00:00	142.248	144.889	142.097	144.184	20448	0	0
2024.08.05	20:00:00	144.182	144.603	143.388	144.183	13224	0	0
2024.08.06	00:00:00	144.182	146.373	143.627	145.039	11728	0	0
2024.08.06	04:00:00	145.042	145.913	144.306	145.513	12670	0	0
2024.08.06	08:00:00	145.534	146.287	144.472	144.921	19460	0	0
2024.08.06	12:00:00	144.907	145.456	144.362	144.600	18864	0	0
2024.08.06	16:00:00	144.588	145.418	144.048	145.370	19750	0	0
2024.08.06	20:00:00	145.375	145.396	144.156	144.291	13392	0	0
2024.08.07	00:00:00	144.320	145.255	144.237	144.727	10129	0	0
2024.08.07	04:00:00	144.725	147.897	144.562	147.616	13906	0	0
2024.08.07	08:00:00	147.631	147.814	146.084	147.199	18574	0	0
2024.08.07	12:00:00	147.201	147.634	146.867	146.993	16278	0	0
2024.08.07	16:00:00	146.992	147.682	146.650	147.179	17773	0	0
2024.08.07	20:00:00	147.181	147.391	146.649	146.658	15462	0	0
