<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.12.01	1.50534	1.51251	1.50501	1.50794	122016	116533558000	0
2015.12.02	1.50803	1.50813	1.48945	1.49495	127463	129657337000	0
2015.12.03	1.49416	1.51586	1.49040	1.51434	162013	164556866000	0
2015.12.04	1.51407	1.51563	1.50773	1.51049	160409	157111368000	11
2015.12.07	1.51065	1.51141	1.50441	1.50526	109142	113417873000	11
2015.12.08	1.50534	1.50609	1.49562	1.50071	131245	138376027000	11
2015.12.09	1.50050	1.51913	1.50040	1.51806	144230	143919843000	11
2015.12.10	1.51752	1.52015	1.51105	1.51572	133041	116816154000	11
2015.12.11	1.51583	1.52391	1.51249	1.52226	126796	116656483000	11
2015.12.14	1.52245	1.52300	1.51070	1.51394	135733	133741142000	11
2015.12.15	1.51405	1.51845	1.50288	1.50350	129933	121968736000	11
2015.12.16	1.50350	1.50984	1.49588	1.49998	152539	139584924000	11
2015.12.17	1.49964	1.50084	1.48645	1.48975	136514	130713733000	0
2015.12.18	1.48933	1.49495	1.48851	1.48867	126414	116159790000	11
2015.12.21	1.48905	1.49289	1.48770	1.48815	112885	106618556000	11
2015.12.22	1.48808	1.49074	1.48050	1.48256	115406	106791206000	11
2015.12.23	1.48228	1.49000	1.48181	1.48693	107451	96042498000	11
2015.12.24	1.48679	1.49438	1.48441	1.49406	68809	56542785000	0
2015.12.28	1.49008	1.49339	1.48735	1.48785	73994	66535633000	11
2015.12.29	1.48726	1.49127	1.47851	1.48125	90393	80801975000	0
2015.12.30	1.48138	1.48482	1.47922	1.48120	100134	93590130000	0
2015.12.31	1.48118	1.48438	1.47313	1.47317	79502	71248511000	0
2016.01.04	1.47306	1.48152	1.46626	1.47167	137540	122032696000	11
2016.01.05	1.47119	1.47250	1.46374	1.46720	125023	123940884000	0
2016.01.06	1.46713	1.46816	1.46016	1.46295	145273	131854778000	0
2016.01.07	1.46263	1.46398	1.45327	1.46150	155114	143832921000	0
2016.01.08	1.46135	1.46444	1.45056	1.45156	152092	135216761000	11
2016.01.11	1.45144	1.46040	1.44909	1.45395	119108	111383258000	2
2016.01.12	1.45393	1.45599	1.43516	1.44456	139239	132291115000	0
2016.01.13	1.44456	1.44755	1.43796	1.44051	142231	133441869000	11
2016.01.14	1.44044	1.44447	1.43596	1.44090	146084	135004066000	11
2016.01.15	1.44102	1.44272	1.42511	1.42543	141735	134112123000	11
2016.01.18	1.42472	1.43227	1.42365	1.42414	125373	118616906000	11
2016.01.19	1.42416	1.43396	1.41287	1.41557	152307	146837609000	11
2016.01.20	1.41520	1.42186	1.41248	1.41897	155487	159170490000	11
2016.01.21	1.41868	1.42485	1.40790	1.42198	167066	164700113000	0
2016.01.22	1.42173	1.43620	1.42041	1.42645	148346	143741345000	4
2016.01.25	1.42604	1.43092	1.42232	1.42467	136384	140945553000	0
2016.01.26	1.42467	1.43666	1.41727	1.43487	145815	145587512000	0
2016.01.27	1.43477	1.43547	1.42295	1.42327	159506	163614852000	0
2016.01.28	1.42318	1.44069	1.42315	1.43581	166445	153967058000	11
2016.01.29	1.43577	1.44128	1.41490	1.42422	184565	158831204000	11
2016.02.01	1.42384	1.44444	1.42276	1.44308	147851	125485786000	10
2016.02.02	1.44307	1.44453	1.43256	1.44069	145056	117453911000	11
2016.02.03	1.44064	1.46486	1.43832	1.46017	163777	131427072000	11
2016.02.04	1.45936	1.46679	1.45292	1.45866	177912	147782002000	11
2016.02.05	1.45877	1.45905	1.44515	1.45001	148273	158975388000	11
2016.02.08	1.44787	1.45463	1.43507	1.44290	177956	197985576000	11
2016.02.09	1.44290	1.45149	1.43777	1.44710	204021	209465058000	11
2016.02.10	1.44683	1.45778	1.44397	1.45187	188717	195806249000	11
2016.02.11	1.45207	1.45632	1.43823	1.44751	216125	211401798000	0
2016.02.12	1.44728	1.45696	1.44425	1.44921	188502	178312781000	11
2016.02.15	1.44888	1.45349	1.44126	1.44297	155034	152710596000	0
2016.02.16	1.44276	1.45154	1.42753	1.43018	159060	161412846000	11
2016.02.17	1.42975	1.43386	1.42348	1.42891	173420	172624102000	0
2016.02.18	1.42862	1.43939	1.42561	1.43322	179051	192581745000	0
2016.02.19	1.43349	1.44075	1.42464	1.44026	168990	155610254000	0
2016.02.22	1.42607	1.43059	1.40569	1.41489	192004	180445578000	0
2016.02.23	1.41473	1.41557	1.40071	1.40191	179716	173568684000	0
2016.02.24	1.40172	1.40269	1.38779	1.39231	190464	198123501000	11
2016.02.25	1.39239	1.39959	1.38994	1.39595	168087	179197014000	11
2016.02.26	1.39613	1.40421	1.38534	1.38594	175115	191594953000	0
2016.02.29	1.38557	1.39458	1.38351	1.39122	174425	178702957000	11
2016.03.01	1.39123	1.40184	1.39037	1.39507	182198	182026115000	0
2016.03.02	1.39523	1.40927	1.39141	1.40785	179259	192205034000	0
2016.03.03	1.40753	1.41935	1.40322	1.41732	181687	187909653000	0
2016.03.04	1.41735	1.42479	1.41075	1.42293	176437	159863794000	0
2016.03.07	1.42148	1.42833	1.41336	1.42620	141513	137392861000	0
2016.03.08	1.42607	1.42748	1.41728	1.42143	140878	135474464000	11
2016.03.09	1.42116	1.42404	1.41769	1.42134	139445	129080476000	0
2016.03.10	1.42151	1.43166	1.41173	1.42803	163358	145768934000	0
2016.03.11	1.42818	1.44361	1.42536	1.43791	134849	121564540000	11
2016.03.14	1.43730	1.43887	1.42923	1.42985	121056	124789352000	0
2016.03.15	1.42997	1.43045	1.41363	1.41512	136080	142656075000	0
2016.03.16	1.41512	1.42737	1.40526	1.42498	159577	157815345000	0
2016.03.17	1.42497	1.45028	1.42209	1.44731	155009	137776598000	11
2016.03.18	1.44751	1.45139	1.44097	1.44697	114163	102636918000	11
2016.03.21	1.44595	1.44673	1.43650	1.43681	118180	116405419000	0
2016.03.22	1.43686	1.43969	1.41898	1.42126	135094	129672222000	0
2016.03.23	1.42131	1.42270	1.40817	1.41171	116166	101415702000	0
