<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.08.03	123.866	124.267	123.852	124.026	121611	182850371000	4
2015.08.04	124.017	124.398	123.797	124.371	134861	181772585000	4
2015.08.05	124.372	125.009	124.014	124.842	134314	172934331000	7
2015.08.06	124.836	124.959	124.538	124.722	120016	168965333000	5
2015.08.07	124.708	125.064	124.100	124.203	102148	126835727000	5
2015.08.10	124.145	124.779	124.145	124.601	71168	86343277000	5
2015.08.11	124.607	125.203	124.516	125.035	109222	136358278000	4
2015.08.12	125.096	125.276	123.788	124.124	125095	157866645000	9
2015.08.13	124.184	124.624	124.064	124.378	94031	116970660000	4
2015.08.14	124.396	124.530	124.052	124.313	90929	122138787000	9
2015.08.17	124.213	124.571	124.170	124.356	97686	132442949000	9
2015.08.18	124.356	124.511	124.177	124.370	108938	155786420000	9
2015.08.19	124.372	124.466	123.685	123.690	135892	180064437000	9
2015.08.20	123.758	124.153	123.326	123.375	142105	184856209000	9
2015.08.21	123.380	123.493	121.811	122.049	184992	223744277000	9
2015.08.24	121.863	122.021	116.131	118.345	270643	187196925000	3
2015.08.25	118.364	120.393	118.246	118.843	271247	256789620000	6
2015.08.26	118.828	120.010	118.446	119.827	250078	236781967000	9
2015.08.27	119.868	121.394	119.788	120.992	209596	193698286000	9
2015.08.28	120.992	121.741	120.648	121.712	170291	189645636000	9
2015.08.31	121.635	121.635	120.878	121.215	126268	161070032000	9
2015.09.01	121.191	121.262	119.249	119.359	205599	219564766000	8
2015.09.02	119.329	120.462	119.215	120.320	183059	208739227000	9
2015.09.03	120.318	120.694	119.637	120.046	162052	194083479000	9
2015.09.04	120.057	120.183	118.591	119.017	182046	196002947000	9
2015.09.07	118.892	119.585	118.795	119.260	124514	124968027000	9
2015.09.08	119.229	120.223	118.849	119.798	167014	179156693000	9
2015.09.09	119.774	121.193	119.769	120.515	203085	258404409000	9
2015.09.10	120.448	121.326	119.973	120.603	208745	234691444000	9
2015.09.11	120.587	120.964	120.358	120.568	156580	180219121000	9
2015.09.14	120.490	120.839	119.849	120.191	151059	186748573000	9
2015.09.15	120.213	120.649	119.396	120.405	162220	217385817000	9
2015.09.16	120.405	120.724	120.104	120.555	156557	234386025000	9
2015.09.17	120.551	120.989	119.789	119.996	158224	187893689000	9
2015.09.18	119.986	120.408	119.051	119.962	186132	216164412000	9
2015.09.21	120.114	120.655	119.722	120.551	149420	190690641000	9
2015.09.22	120.537	120.605	119.691	120.144	159462	218334955000	9
2015.09.23	120.132	120.540	119.622	120.262	168974	218405067000	9
2015.09.24	120.248	120.387	119.222	120.041	200578	254980694000	9
2015.09.25	120.106	121.230	120.020	120.577	201896	250619016000	9
2015.09.28	120.496	120.588	119.693	119.913	178947	227583206000	9
2015.09.29	119.911	120.157	119.246	119.725	198697	245344005000	9
2015.09.30	119.727	120.346	119.545	119.872	172479	221964998000	4
2015.10.01	119.871	120.272	119.489	119.911	173372	215816385000	9
2015.10.02	119.912	120.401	118.676	119.903	184779	204583582000	9
2015.10.05	119.985	120.547	119.865	120.451	164192	213957014000	9
2015.10.06	120.453	120.564	120.104	120.220	145185	204847120000	9
2015.10.07	120.202	120.358	119.744	120.001	156057	215142790000	9
2015.10.08	119.996	120.105	119.621	119.924	143342	206007739000	8
2015.10.09	119.910	120.344	119.833	120.211	127204	186775093000	9
2015.10.12	120.163	120.260	119.890	120.024	72373	105502096000	9
2015.10.13	120.019	120.076	119.549	119.725	106859	158371113000	9
2015.10.14	119.722	119.796	118.628	118.826	135815	188067110000	9
2015.10.15	118.821	119.165	118.058	118.890	147647	194068254000	9
2015.10.16	118.873	119.659	118.826	119.459	124771	166091033000	9
2015.10.19	119.377	119.608	119.135	119.495	123572	166705088000	9
2015.10.20	119.482	119.959	119.396	119.842	114240	172409825000	9
2015.10.21	119.825	120.089	119.753	119.923	121719	176822192000	9
2015.10.22	119.913	120.768	119.610	120.685	143143	201268178000	9
2015.10.23	120.677	121.481	120.223	121.439	159190	221262981000	0
2015.10.26	121.468	121.485	120.595	120.986	130433	183699907000	0
2015.10.27	120.986	121.072	120.159	120.383	134374	177085699000	0
2015.10.28	120.383	121.257	120.019	121.101	132038	187230349000	0
2015.10.29	121.101	121.181	120.584	121.050	127545	164986819000	0
2015.10.30	121.051	121.483	120.275	120.603	144905	180137538000	9
2015.11.02	120.385	120.807	120.252	120.748	98848	132720503000	9
2015.11.03	120.748	121.227	120.594	121.059	103581	139739286000	0
2015.11.04	121.054	121.715	120.997	121.541	138603	177809425000	9
2015.11.05	121.549	122.000	121.383	121.738	138492	186655074000	9
2015.11.06	121.740	123.264	121.629	123.218	134946	193387056000	0
2015.11.09	123.256	123.601	122.973	123.178	127563	177128245000	6
2015.11.10	123.159	123.433	123.024	123.157	125695	177765528000	6
2015.11.11	123.128	123.219	122.734	122.853	100686	133062961000	9
2015.11.12	122.828	123.068	122.549	122.586	131215	180982689000	0
2015.11.13	122.580	122.986	122.435	122.606	128710	166469117000	9
2015.11.16	122.238	123.275	122.221	123.164	133196	180301325000	0
2015.11.17	123.164	123.484	123.164	123.436	127295	179511822000	0
2015.11.18	123.427	123.751	123.217	123.619	113707	156759960000	0
2015.11.19	123.624	123.629	122.618	122.863	132568	181608427000	9
2015.11.20	122.846	123.048	122.720	122.783	112395	155645696000	9
2015.11.23	122.821	123.255	122.778	122.819	103189	147851918000	9
2015.11.24	122.814	122.958	122.304	122.527	122742	172102938000	9
2015.11.25	122.545	122.931	122.254	122.709	125275	181036797000	9
2015.11.26	122.646	122.733	122.498	122.591	85954	107983697000	9
2015.11.27	122.577	122.876	122.302	122.709	90134	122673195000	9
