<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.15	28.86	28.97	28.23	28.58	569	129672	1
2025.08.18	28.48	29.10	28.36	29.09	393	337463	1
2025.08.19	29.37	29.41	26.90	27.04	779	166588	1
2025.08.20	27.39	27.68	26.35	26.92	769	157386	2
2025.08.21	27.21	27.37	26.90	27.31	984	209174	1
2025.08.22	27.72	29.65	27.58	28.46	2427	505508	1
2025.08.25	28.53	29.57	28.20	28.77	895	190812	1
2025.08.26	28.70	28.89	27.72	28.08	836	178764	2
2025.08.27	30.18	30.25	28.21	28.32	1520	342206	1
2025.08.28	28.68	28.95	28.10	28.27	712	147815	2
2025.08.29	28.21	28.26	27.00	27.33	988	179561	1
2025.09.02	26.50	27.18	26.32	27.01	1204	231176	2
2025.09.03	27.54	27.54	26.72	26.90	795	146096	2
2025.09.04	26.97	26.98	26.00	26.53	886	162010	2
2025.09.05	26.59	26.65	25.53	25.81	613	156622	1
2025.09.08	26.42	26.45	25.55	25.59	472	109198	2
2025.09.09	26.08	26.80	25.90	26.26	812	220088	1
2025.09.10	26.82	26.99	26.30	26.40	659	171195	2
2025.09.11	26.45	26.71	26.22	26.46	631	176379	1
2025.09.12	26.77	26.92	26.00	26.02	729	168601	1
2025.09.15	27.31	27.95	26.25	26.79	1152	280389	1
2025.09.16	26.91	26.91	26.27	26.39	472	146402	1
2025.09.17	26.27	26.29	25.80	25.83	532	139754	1
2025.09.18	26.47	27.13	26.29	26.92	1348	344091	1
2025.09.19	27.12	27.12	26.00	26.13	813	208901	1
2025.09.22	26.51	27.09	26.51	26.82	927	238812	1
2025.09.23	27.44	27.88	26.05	26.27	740	193698	1
2025.09.24	26.70	26.81	26.20	26.35	535	120181	1
2025.09.25	25.90	26.01	24.92	24.97	794	224790	1
2025.09.26	25.52	25.70	23.90	24.00	920	242434	1
2025.09.29	24.37	24.47	22.85	22.97	1202	338252	1
2025.09.30	23.04	23.08	21.02	21.29	1675	432485	1
2025.10.01	21.33	28.50	21.33	28.15	6677	1917112	1
2025.10.02	32.51	32.93	29.00	29.98	4152	1090046	1
2025.10.03	30.78	30.98	28.01	29.25	2351	632167	1
2025.10.06	30.21	30.21	28.61	28.96	1141	315412	1
2025.10.07	29.12	29.30	27.27	28.39	1247	340554	2
2025.10.08	28.30	28.45	27.75	27.96	740	214467	1
2025.10.09	28.98	28.98	27.85	27.99	827	229341	3
2025.10.10	28.33	28.33	25.10	25.17	1781	403997	1
2025.10.13	26.21	26.36	25.50	25.72	651	208023	1
2025.10.14	25.99	26.00	24.58	25.29	1053	248700	2
2025.10.15	26.03	26.49	25.65	26.19	1311	305537	3
2025.10.16	26.73	28.54	25.91	26.72	2164	584360	1
2025.10.17	25.92	26.24	25.00	25.92	827	219836	1
2025.10.20	26.70	26.79	25.32	25.55	563	171627	2
2025.10.21	25.59	25.74	24.60	24.71	471	129059	2
2025.10.22	24.31	24.40	23.00	23.47	858	207902	1
2025.10.23	24.01	24.19	23.79	23.92	295	66368	4
2025.10.24	24.50	25.06	24.44	24.78	508	105438	3
2025.10.27	25.41	26.24	25.29	25.99	518	133489	1
2025.10.28	25.61	26.00	25.12	25.18	414	99580	1
2025.10.29	25.10	25.10	24.02	24.46	683	157704	1
2025.10.30	24.19	25.60	23.72	25.21	795	204226	2
2025.10.31	25.77	28.54	25.41	28.43	1645	398956	1
2025.11.03	28.39	28.50	26.43	27.81	1125	282438	1
2025.11.04	26.09	27.10	25.12	25.25	705	183020	1
2025.11.05	25.80	26.15	25.25	25.29	553	118664	1
2025.11.06	26.87	27.10	24.82	25.18	738	174741	1
2025.11.07	24.39	25.00	23.40	24.95	732	190521	1
2025.11.10	25.44	25.46	24.62	24.70	387	91089	4
2025.11.11	24.24	24.55	23.75	24.01	393	101845	1
2025.11.12	24.12	24.31	23.60	23.81	437	152157	3
2025.11.13	23.65	23.65	22.02	22.82	853	213349	1
2025.11.14	22.02	22.85	21.82	22.23	706	179101	2
2025.11.17	22.83	23.05	21.92	22.19	677	161645	1000
2025.11.18	22.14	22.29	21.23	21.62	609	129550	1178
2025.11.19	21.93	21.99	21.39	21.65	497	113523	1
2025.11.20	22.26	22.28	21.18	21.52	488	111733	3
2025.11.21	21.50	21.62	19.71	20.78	1049	262572	2
2025.11.24	21.70	21.70	21.02	21.21	779	188964	3
2025.11.25	21.71	21.71	20.87	21.19	535	116156	1
2025.11.26	21.48	21.88	21.32	21.67	692	152869	4
2025.11.28	22.40	22.60	22.06	22.44	545	123693	2
2025.12.01	22.51	22.80	22.18	22.61	784	170925	3
2025.12.02	22.95	23.38	22.89	23.23	784	176553	1
2025.12.03	23.80	24.42	23.77	24.39	1223	269016	1
2025.12.04	25.59	26.75	25.17	26.31	2102	560666	1
2025.12.05	27.94	27.94	25.15	26.24	3825	1090969	1
2025.12.08	28.72	28.79	26.86	27.45	3053	724505	1
2025.12.09	28.14	28.38	26.80	27.83	2920	713347	1
2025.12.10	31.06	32.50	29.99	31.78	7728	1815218	1
2025.12.11	34.12	37.00	33.50	36.98	7563	1980406	1
2025.12.12	40.47	40.98	36.00	37.94	13697	3554678	1
2025.12.15	39.44	39.88	32.35	34.10	7611	1985114	1
2025.12.16	32.79	32.89	28.60	29.85	6349	1768126	1
2025.12.17	32.68	34.78	30.18	30.71	6430	1663405	1
2025.12.18	32.43	32.60	29.11	30.38	3334	878005	1
2025.12.19	31.31	31.50	29.18	31.14	3721	994497	1
2025.12.22	33.51	33.59	31.63	32.84	3799	871028	1500
2025.12.23	32.28	32.50	30.07	31.87	2425	573791	1
2025.12.24	31.67	31.67	30.50	30.79	1005	243187	1
2025.12.26	31.08	31.39	30.63	30.91	1781	436326	1
2025.12.29	30.75	32.98	30.10	32.16	2956	824944	1
2025.12.30	32.59	32.88	30.85	31.48	2008	494248	1
2025.12.31	31.89	31.89	30.37	30.50	1725	486444	1
2026.01.02	30.59	31.24	30.01	30.87	2086	713098	1
