<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.12.14	00:00:00	0.72009	0.72026	0.71593	0.71755	15275	12372199000	0
2015.12.14	04:00:00	0.71754	0.72037	0.71722	0.71992	12834	12841384000	9
2015.12.14	08:00:00	0.71991	0.72223	0.71940	0.72172	15814	14874158000	9
2015.12.14	12:00:00	0.72172	0.72430	0.71946	0.72376	20110	20862386000	9
2015.12.14	16:00:00	0.72382	0.72694	0.72264	0.72525	23929	24380524000	9
2015.12.14	20:00:00	0.72523	0.72546	0.72358	0.72410	10741	11516701000	9
2015.12.15	00:00:00	0.72432	0.72618	0.72354	0.72563	16698	16461242000	9
2015.12.15	04:00:00	0.72563	0.72828	0.72441	0.72511	14407	14586269000	9
2015.12.15	08:00:00	0.72511	0.72635	0.72301	0.72408	17698	16283090000	9
2015.12.15	12:00:00	0.72409	0.72667	0.72120	0.72197	18704	16593976000	9
2015.12.15	16:00:00	0.72198	0.72247	0.71601	0.71835	21908	22592597000	9
2015.12.15	20:00:00	0.71835	0.71993	0.71800	0.71904	10114	11296325000	9
2015.12.16	00:00:00	0.71913	0.72037	0.71878	0.71928	14007	12197650000	9
2015.12.16	04:00:00	0.71929	0.72156	0.71929	0.72065	9803	10304800000	9
2015.12.16	08:00:00	0.72065	0.72103	0.71788	0.71866	17336	16769148000	9
2015.12.16	12:00:00	0.71867	0.72033	0.71824	0.71938	20040	22873346000	9
2015.12.16	16:00:00	0.71938	0.72125	0.71901	0.72122	22649	29651531000	9
2015.12.16	20:00:00	0.72126	0.72797	0.71762	0.72312	33765	29901995000	9
2015.12.17	00:00:00	0.72292	0.72488	0.71647	0.71672	15416	13062400000	9
2015.12.17	04:00:00	0.71673	0.71869	0.71625	0.71708	17090	18401950000	9
2015.12.17	08:00:00	0.71707	0.72102	0.71646	0.72027	20503	21992981000	9
2015.12.17	12:00:00	0.72027	0.72150	0.71690	0.71795	15178	16608725000	9
2015.12.17	16:00:00	0.71798	0.71864	0.70966	0.71188	27093	25171088000	9
2015.12.17	20:00:00	0.71186	0.71290	0.71086	0.71273	11022	11500100000	9
2015.12.18	00:00:00	0.71248	0.71322	0.71115	0.71304	16619	13101250000	0
2015.12.18	04:00:00	0.71304	0.71440	0.71191	0.71400	16429	16396800000	9
2015.12.18	08:00:00	0.71400	0.71543	0.71361	0.71363	17761	19942521000	9
2015.12.18	12:00:00	0.71362	0.71426	0.71150	0.71337	16192	18238015000	9
2015.12.18	16:00:00	0.71338	0.71999	0.71312	0.71751	21535	24466050000	9
2015.12.18	20:00:00	0.71752	0.71891	0.71669	0.71679	8419	10467341000	9
2015.12.21	00:00:00	0.71690	0.71778	0.71548	0.71714	13683	11122020000	9
2015.12.21	04:00:00	0.71713	0.71713	0.71558	0.71658	9185	8480420000	9
2015.12.21	08:00:00	0.71658	0.71843	0.71565	0.71588	11394	11459206000	9
2015.12.21	12:00:00	0.71588	0.71795	0.71588	0.71780	12945	14407272000	9
2015.12.21	16:00:00	0.71779	0.71951	0.71689	0.71762	20107	24012433000	9
2015.12.21	20:00:00	0.71760	0.71917	0.71759	0.71892	6264	7679499000	9
2015.12.22	00:00:00	0.71863	0.72038	0.71812	0.71988	17368	14288370000	0
2015.12.22	04:00:00	0.71988	0.72264	0.71947	0.72189	11255	9961578000	9
2015.12.22	08:00:00	0.72196	0.72470	0.72175	0.72328	13919	14200548000	9
2015.12.22	12:00:00	0.72328	0.72487	0.72278	0.72417	17302	18865371000	9
2015.12.22	16:00:00	0.72417	0.72483	0.72257	0.72314	15235	14661598000	9
2015.12.22	20:00:00	0.72314	0.72355	0.72228	0.72340	7631	7857244000	9
2015.12.23	00:00:00	0.72333	0.72381	0.72263	0.72372	13300	10164010000	9
2015.12.23	04:00:00	0.72373	0.72410	0.72308	0.72399	6335	5724550000	9
2015.12.23	08:00:00	0.72395	0.72473	0.72197	0.72231	14098	13758562000	9
2015.12.23	12:00:00	0.72231	0.72318	0.72086	0.72152	17643	15968247000	9
2015.12.23	16:00:00	0.72152	0.72279	0.72105	0.72209	17459	15822280000	9
2015.12.23	20:00:00	0.72213	0.72448	0.72184	0.72354	10199	10932928000	9
2015.12.24	00:00:00	0.72292	0.72443	0.72262	0.72436	9276	7981550000	9
2015.12.24	04:00:00	0.72435	0.72592	0.72431	0.72567	7450	7219692000	9
2015.12.24	08:00:00	0.72566	0.72801	0.72545	0.72725	11301	10424757000	9
2015.12.24	12:00:00	0.72724	0.72778	0.72593	0.72652	10175	10156452000	9
2015.12.24	16:00:00	0.72653	0.72763	0.72648	0.72671	8053	7230267000	7
2015.12.28	00:00:00	0.72741	0.72820	0.72611	0.72678	11228	9303350000	9
2015.12.28	04:00:00	0.72678	0.72772	0.72634	0.72671	7283	5795450000	9
2015.12.28	08:00:00	0.72670	0.72692	0.72547	0.72622	6901	6391180000	9
2015.12.28	12:00:00	0.72622	0.72678	0.72573	0.72615	7754	8397300000	9
2015.12.28	16:00:00	0.72616	0.72676	0.72487	0.72500	10222	11272160000	9
2015.12.28	20:00:00	0.72499	0.72558	0.72471	0.72480	5243	4854235000	9
2015.12.29	00:00:00	0.72463	0.72621	0.72447	0.72558	10414	8473400000	9
2015.12.29	04:00:00	0.72557	0.72693	0.72556	0.72642	7673	8184750000	9
2015.12.29	08:00:00	0.72642	0.72794	0.72618	0.72691	10227	9708662000	9
2015.12.29	12:00:00	0.72691	0.72884	0.72638	0.72798	11188	10797251000	9
2015.12.29	16:00:00	0.72798	0.73011	0.72786	0.72932	15016	15198944000	9
2015.12.29	20:00:00	0.72931	0.73026	0.72904	0.72941	6139	6376650000	9
2015.12.30	00:00:00	0.72939	0.72962	0.72709	0.72796	11446	8439148000	0
2015.12.30	04:00:00	0.72795	0.72952	0.72782	0.72887	8773	10167700000	9
2015.12.30	08:00:00	0.72889	0.72988	0.72818	0.72946	13823	13786819000	9
2015.12.30	12:00:00	0.72946	0.73031	0.72786	0.72871	16804	18706840000	9
2015.12.30	16:00:00	0.72871	0.72961	0.72806	0.72844	15498	17125058000	9
2015.12.30	20:00:00	0.72843	0.72916	0.72767	0.72847	8281	10317445000	0
2015.12.31	00:00:00	0.72832	0.72943	0.72675	0.72923	7827	7271120000	9
2015.12.31	04:00:00	0.72923	0.73076	0.72914	0.73034	7702	8157685000	9
2015.12.31	08:00:00	0.73035	0.73273	0.72985	0.73163	10814	10690215000	9
2015.12.31	12:00:00	0.73163	0.73194	0.73010	0.73143	14454	13718902000	9
2015.12.31	16:00:00	0.73145	0.73235	0.72662	0.72912	14772	16334030000	0
2015.12.31	20:00:00	0.72884	0.72897	0.72882	0.72896	95	155400000	18
2016.01.04	00:00:00	0.72816	0.73006	0.72125	0.72235	15647	13904050000	0
2016.01.04	04:00:00	0.72235	0.72342	0.72065	0.72162	13678	13442900000	9
2016.01.04	08:00:00	0.72161	0.72249	0.71978	0.72158	20854	21134336000	9
2016.01.04	12:00:00	0.72157	0.72216	0.71816	0.71866	19592	19841442000	9
2016.01.04	16:00:00	0.71866	0.71885	0.71555	0.71771	22144	25559051000	9
2016.01.04	20:00:00	0.71771	0.71964	0.71723	0.71901	11535	14374492000	9
2016.01.05	00:00:00	0.71905	0.72123	0.71731	0.72108	16271	12279156000	0
2016.01.05	04:00:00	0.72110	0.72141	0.71925	0.71991	13406	13195536000	9
2016.01.05	08:00:00	0.71992	0.72114	0.71727	0.71759	21720	25263615000	9
2016.01.05	12:00:00	0.71757	0.71783	0.71640	0.71699	21786	25166891000	9
2016.01.05	16:00:00	0.71699	0.71713	0.71319	0.71464	24769	27540559000	0
2016.01.05	20:00:00	0.71464	0.71659	0.71412	0.71600	10916	13232882000	9
2016.01.06	00:00:00	0.71585	0.71712	0.71221	0.71268	19642	15799130000	9
2016.01.06	04:00:00	0.71268	0.71317	0.71062	0.71198	19240	19089664000	9
2016.01.06	08:00:00	0.71199	0.71204	0.70574	0.70768	25089	24475025000	9
2016.01.06	12:00:00	0.70769	0.70858	0.70560	0.70813	23766	25457334000	9
2016.01.06	16:00:00	0.70812	0.70938	0.70521	0.70557	23634	26119096000	9
2016.01.06	20:00:00	0.70558	0.70741	0.70481	0.70705	14333	15314966000	9
2016.01.07	00:00:00	0.70696	0.70857	0.70243	0.70286	18170	12616018000	0
2016.01.07	04:00:00	0.70284	0.70540	0.70241	0.70325	17446	15009063000	9
2016.01.07	08:00:00	0.70323	0.70588	0.70118	0.70273	25015	23966697000	9
2016.01.07	12:00:00	0.70272	0.70333	0.69802	0.69864	24537	22127008000	9
2016.01.07	16:00:00	0.69864	0.70330	0.69864	0.70248	28608	27569837000	9
2016.01.07	20:00:00	0.70247	0.70268	0.69884	0.70096	15394	17181778000	0
2016.01.08	00:00:00	0.70090	0.70761	0.70043	0.70477	25813	16997384000	9
2016.01.08	04:00:00	0.70487	0.70661	0.70452	0.70503	18725	15497849000	9
2016.01.08	08:00:00	0.70503	0.70643	0.70198	0.70235	21554	23167059000	9
2016.01.08	12:00:00	0.70236	0.70276	0.69850	0.70064	21532	20017696000	9
2016.01.08	16:00:00	0.70063	0.70142	0.69624	0.69927	31415	35401055000	9
2016.01.08	20:00:00	0.69927	0.69957	0.69502	0.69502	13522	15446053000	9
2016.01.11	00:00:00	0.69691	0.69709	0.69267	0.69632	16458	11634652000	9
2016.01.11	04:00:00	0.69630	0.69811	0.69499	0.69691	14283	11738200000	9
2016.01.11	08:00:00	0.69691	0.70138	0.69591	0.70088	24142	23952805000	9
2016.01.11	12:00:00	0.70088	0.70354	0.69923	0.70228	23913	25919248000	9
2016.01.11	16:00:00	0.70228	0.70283	0.69756	0.69793	26949	29800526000	9
2016.01.11	20:00:00	0.69793	0.70007	0.69664	0.69928	14475	20227258000	9
2016.01.12	00:00:00	0.69928	0.70039	0.69770	0.69951	18569	14048344000	9
2016.01.12	04:00:00	0.69952	0.69972	0.69732	0.69820	18024	16592793000	9
2016.01.12	08:00:00	0.69820	0.69906	0.69396	0.69860	24786	25940612000	9
2016.01.12	12:00:00	0.69859	0.70157	0.69755	0.70054	24310	28443661000	9
2016.01.12	16:00:00	0.70053	0.70206	0.69628	0.69798	27964	33312932000	9
2016.01.12	20:00:00	0.69798	0.69933	0.69762	0.69840	14404	18096605000	9
2016.01.13	00:00:00	0.69812	0.70256	0.69737	0.70217	20347	16145031000	7
2016.01.13	04:00:00	0.70227	0.70483	0.70187	0.70251	16047	16189284000	9
2016.01.13	08:00:00	0.70253	0.70424	0.70051	0.70248	22997	24854346000	9
2016.01.13	12:00:00	0.70247	0.70320	0.70117	0.70231	18911	20395233000	9
2016.01.13	16:00:00	0.70231	0.70261	0.69824	0.69867	26740	29777907000	9
2016.01.13	20:00:00	0.69867	0.69869	0.69492	0.69542	16801	19953024000	9
2016.01.14	00:00:00	0.69544	0.69617	0.69198	0.69439	24531	17876990000	0
2016.01.14	04:00:00	0.69439	0.69531	0.69188	0.69439	15841	15052200000	9
2016.01.14	08:00:00	0.69438	0.69731	0.69095	0.69320	27470	29860699000	9
2016.01.14	12:00:00	0.69318	0.69616	0.69127	0.69532	28010	32594701000	9
2016.01.14	16:00:00	0.69533	0.69849	0.69370	0.69799	31293	35432411000	9
2016.01.14	20:00:00	0.69798	0.69964	0.69779	0.69839	13192	18762125000	9
2016.01.15	00:00:00	0.69780	0.70018	0.69619	0.69724	16839	14484565000	7
2016.01.15	04:00:00	0.69724	0.69741	0.69377	0.69532	16465	17524659000	9
2016.01.15	08:00:00	0.69533	0.69573	0.68704	0.68859	27241	27980686000	9
2016.01.15	12:00:00	0.68859	0.68883	0.68634	0.68808	24136	26861966000	9
2016.01.15	16:00:00	0.68808	0.69033	0.68266	0.68447	30591	31839185000	9
2016.01.15	20:00:00	0.68447	0.68737	0.68408	0.68583	14563	17542180000	9
2016.01.18	00:00:00	0.68361	0.68982	0.68315	0.68954	18781	17223052000	0
2016.01.18	04:00:00	0.68952	0.69275	0.68860	0.68989	21489	20948990000	9
2016.01.18	08:00:00	0.68987	0.69138	0.68735	0.68774	27404	25916496000	9
2016.01.18	12:00:00	0.68772	0.68932	0.68696	0.68803	22525	26440261000	9
2016.01.18	16:00:00	0.68802	0.68887	0.68569	0.68584	18027	23509034000	9
2016.01.18	20:00:00	0.68589	0.68634	0.68551	0.68634	15126	16973356000	9
2016.01.19	00:00:00	0.68630	0.68927	0.68592	0.68750	18963	14299881000	9
2016.01.19	04:00:00	0.68712	0.69063	0.68380	0.69056	22630	17893736000	9
2016.01.19	08:00:00	0.69056	0.69293	0.68977	0.69233	26742	27053015000	9
2016.01.19	12:00:00	0.69234	0.69568	0.69232	0.69315	25185	27183622000	9
2016.01.19	16:00:00	0.69315	0.69325	0.69055	0.69295	29038	34245801000	9
2016.01.19	20:00:00	0.69296	0.69362	0.69008	0.69050	18655	20102101000	9
2016.01.20	00:00:00	0.69054	0.69238	0.68828	0.68919	17875	14658315000	9
2016.01.20	04:00:00	0.68919	0.69011	0.68548	0.68630	20733	17940783000	9
2016.01.20	08:00:00	0.68630	0.68708	0.68277	0.68631	31970	31202543000	9
2016.01.20	12:00:00	0.68632	0.68796	0.68456	0.68763	28589	32476912000	9
2016.01.20	16:00:00	0.68763	0.68820	0.68355	0.68639	35102	42648570000	9
2016.01.20	20:00:00	0.68638	0.69238	0.68625	0.69061	23981	29999623000	9
2016.01.21	00:00:00	0.69066	0.69579	0.69027	0.69366	19900	15379274000	9
2016.01.21	04:00:00	0.69366	0.69400	0.68876	0.68923	23137	22748837000	9
2016.01.21	08:00:00	0.68923	0.69212	0.68751	0.69201	31454	35031251000	9
2016.01.21	12:00:00	0.69200	0.69323	0.69028	0.69227	30210	34196288000	9
2016.01.21	16:00:00	0.69232	0.70121	0.69098	0.69869	35513	42426152000	9
2016.01.21	20:00:00	0.69868	0.70170	0.69743	0.69969	19490	23823536000	9
2016.01.22	00:00:00	0.69964	0.70202	0.69868	0.69901	18915	21084165000	9
2016.01.22	04:00:00	0.69896	0.70246	0.69858	0.70221	20521	24779396000	9
2016.01.22	08:00:00	0.70221	0.70352	0.70063	0.70161	28913	36296766000	9
2016.01.22	12:00:00	0.70161	0.70382	0.70102	0.70147	28232	34216721000	9
2016.01.22	16:00:00	0.70144	0.70455	0.70011	0.70057	26275	31954623000	9
2016.01.22	20:00:00	0.70057	0.70103	0.69997	0.70020	9383	11067677000	9
2016.01.25	00:00:00	0.70014	0.70093	0.69807	0.69919	13400	16694476000	9
2016.01.25	04:00:00	0.69921	0.70311	0.69905	0.70163	18719	21256070000	9
2016.01.25	08:00:00	0.70162	0.70237	0.69670	0.69833	28363	33539292000	9
2016.01.25	12:00:00	0.69833	0.69938	0.69722	0.69726	26100	33962164000	9
2016.01.25	16:00:00	0.69726	0.69923	0.69619	0.69793	32079	37312668000	9
2016.01.25	20:00:00	0.69792	0.69838	0.69487	0.69535	12061	14996670000	0
2016.01.26	00:00:00	0.69528	0.69550	0.69333	0.69524	15315	12865275000	9
2016.01.26	04:00:00	0.69524	0.69676	0.69447	0.69506	15962	15699791000	9
2016.01.26	08:00:00	0.69507	0.69673	0.69183	0.69657	29176	35910688000	9
2016.01.26	12:00:00	0.69657	0.70004	0.69557	0.70000	28116	30221459000	9
2016.01.26	16:00:00	0.70005	0.70194	0.69932	0.70187	32780	37378536000	9
2016.01.26	20:00:00	0.70188	0.70208	0.70021	0.70029	11778	16219348000	0
2016.01.27	00:00:00	0.70031	0.70407	0.69918	0.70264	19541	20259156000	9
2016.01.27	04:00:00	0.70266	0.70397	0.70061	0.70283	25057	30476912000	9
2016.01.27	08:00:00	0.70283	0.70516	0.70163	0.70378	33197	39717142000	9
2016.01.27	12:00:00	0.70378	0.70682	0.70277	0.70600	30689	43048440000	9
2016.01.27	16:00:00	0.70600	0.70811	0.70335	0.70648	35996	41475572000	9
2016.01.27	20:00:00	0.70651	0.70708	0.70009	0.70249	31301	37306406000	9
2016.01.28	00:00:00	0.70243	0.70457	0.70076	0.70457	19098	17602888000	9
2016.01.28	04:00:00	0.70459	0.70474	0.70314	0.70374	20944	23957338000	9
2016.01.28	08:00:00	0.70374	0.70905	0.70366	0.70865	31633	38599881000	9
2016.01.28	12:00:00	0.70866	0.70941	0.70610	0.70941	31173	38820060000	9
2016.01.28	16:00:00	0.70941	0.71282	0.70795	0.70918	34750	38762006000	9
2016.01.28	20:00:00	0.70919	0.70933	0.70748	0.70819	16985	20829889000	9
2016.01.29	00:00:00	0.70819	0.70977	0.70742	0.70976	20509	21638194000	9
2016.01.29	04:00:00	0.70979	0.71344	0.70673	0.71256	33465	25253114000	9
2016.01.29	08:00:00	0.71261	0.71407	0.70894	0.70915	31192	31397120000	9
2016.01.29	12:00:00	0.70915	0.71002	0.70695	0.70874	28358	31462533000	9
2016.01.29	16:00:00	0.70874	0.71087	0.70582	0.70791	36057	45564339000	9
2016.01.29	20:00:00	0.70791	0.70861	0.70667	0.70825	12875	17195584000	9
2016.02.01	00:00:00	0.70796	0.70844	0.70420	0.70622	18538	14994313000	9
2016.02.01	04:00:00	0.70623	0.70825	0.70572	0.70772	18367	22389338000	9
2016.02.01	08:00:00	0.70771	0.70806	0.70609	0.70624	25618	32241473000	9
2016.02.01	12:00:00	0.70628	0.70803	0.70619	0.70631	26371	33643483000	9
2016.02.01	16:00:00	0.70631	0.70910	0.70621	0.70800	30201	36215013000	9
2016.02.01	20:00:00	0.70799	0.71208	0.70778	0.71122	15809	21879507000	9
2016.02.02	00:00:00	0.71103	0.71152	0.70919	0.71082	14534	13748777000	9
2016.02.02	04:00:00	0.71082	0.71288	0.70633	0.70738	20421	18247432000	9
2016.02.02	08:00:00	0.70738	0.70889	0.70397	0.70435	25009	26763924000	9
2016.02.02	12:00:00	0.70435	0.70629	0.70400	0.70474	24532	28553377000	9
2016.02.02	16:00:00	0.70474	0.70628	0.70392	0.70603	31341	39740396000	9
2016.02.02	20:00:00	0.70603	0.70739	0.70341	0.70366	15158	19740695000	9
2016.02.03	00:00:00	0.70369	0.70500	0.70023	0.70113	17615	13735608000	9
2016.02.03	04:00:00	0.70113	0.70258	0.70068	0.70200	18153	19621206000	9
2016.02.03	08:00:00	0.70202	0.70679	0.70179	0.70463	26251	32091642000	9
2016.02.03	12:00:00	0.70466	0.70817	0.70421	0.70767	30253	38344371000	9
2016.02.03	16:00:00	0.70767	0.71558	0.70748	0.71518	35950	39216666000	9
2016.02.03	20:00:00	0.71518	0.71886	0.71492	0.71666	19444	24118704000	9
2016.02.04	00:00:00	0.71636	0.71906	0.71530	0.71730	17049	16300518000	9
2016.02.04	04:00:00	0.71730	0.71866	0.71643	0.71703	15349	17834365000	9
2016.02.04	08:00:00	0.71703	0.72179	0.71632	0.72113	25508	30266939000	9
2016.02.04	12:00:00	0.72112	0.72408	0.72023	0.72284	31605	35302690000	9
2016.02.04	16:00:00	0.72283	0.72423	0.72070	0.72203	32481	35854028000	9
2016.02.04	20:00:00	0.72203	0.72218	0.71918	0.71988	12814	13663758000	9
2016.02.05	00:00:00	0.71988	0.72107	0.71768	0.71878	19705	18100911000	0
2016.02.05	04:00:00	0.71878	0.71931	0.71720	0.71819	13605	15966400000	9
2016.02.05	08:00:00	0.71819	0.71985	0.71711	0.71912	19002	22463679000	9
2016.02.05	12:00:00	0.71911	0.72195	0.71456	0.71492	22189	27665926000	9
2016.02.05	16:00:00	0.71489	0.71518	0.70721	0.70758	29344	31867146000	9
2016.02.05	20:00:00	0.70759	0.70820	0.70633	0.70634	10250	11076600000	9
2016.02.08	00:00:00	0.70672	0.71028	0.70659	0.70936	18148	13946021000	9
2016.02.08	04:00:00	0.70935	0.70996	0.70740	0.70951	11898	13412431000	9
2016.02.08	08:00:00	0.70954	0.71281	0.70848	0.70910	23085	30615399000	9
2016.02.08	12:00:00	0.70910	0.71019	0.70501	0.70668	28986	35580661000	9
2016.02.08	16:00:00	0.70667	0.71076	0.70603	0.70978	29578	35795368000	9
2016.02.08	20:00:00	0.70977	0.70982	0.70762	0.70847	14395	15270710000	9
2016.02.09	00:00:00	0.70851	0.70869	0.70283	0.70421	19604	16211054000	0
2016.02.09	04:00:00	0.70422	0.70436	0.70183	0.70368	19184	17258568000	9
2016.02.09	08:00:00	0.70368	0.70725	0.70232	0.70323	21961	22488010000	9
2016.02.09	12:00:00	0.70324	0.70535	0.69731	0.69974	23429	28274598000	9
2016.02.09	16:00:00	0.69975	0.70955	0.69963	0.70749	30159	36891842000	9
2016.02.09	20:00:00	0.70750	0.70774	0.70513	0.70700	17563	21248082000	9
2016.02.10	00:00:00	0.70697	0.70796	0.70372	0.70469	17282	15437837000	0
2016.02.10	04:00:00	0.70467	0.70657	0.70414	0.70493	17664	18780500000	9
2016.02.10	08:00:00	0.70495	0.71183	0.70495	0.71106	27346	29520068000	9
2016.02.10	12:00:00	0.71109	0.71248	0.70828	0.70880	26182	32030925000	9
2016.02.10	16:00:00	0.70880	0.71167	0.70681	0.70949	36170	40869780000	9
2016.02.10	20:00:00	0.70949	0.71150	0.70908	0.70936	17227	19887758000	9
2016.02.11	00:00:00	0.70935	0.71529	0.70894	0.71108	17945	17217606000	0
2016.02.11	04:00:00	0.71108	0.71181	0.70828	0.70896	15238	13616549000	9
2016.02.11	08:00:00	0.70896	0.71152	0.69834	0.70383	32065	30044918000	9
2016.02.11	12:00:00	0.70384	0.70850	0.70286	0.70754	35404	35665388000	9
2016.02.11	16:00:00	0.70755	0.71088	0.70722	0.70954	33790	33471776000	9
2016.02.11	20:00:00	0.70955	0.71085	0.70751	0.71073	21755	19284015000	9
2016.02.12	00:00:00	0.71076	0.71277	0.70923	0.71091	18911	16021784000	0
2016.02.12	04:00:00	0.71091	0.71268	0.70932	0.71000	20656	15219844000	9
2016.02.12	08:00:00	0.71001	0.71162	0.70843	0.71026	23712	24494601000	9
2016.02.12	12:00:00	0.71026	0.71174	0.70765	0.70825	20480	21214887000	9
2016.02.12	16:00:00	0.70825	0.71117	0.70633	0.71002	24552	29180823000	9
2016.02.12	20:00:00	0.71002	0.71060	0.70954	0.70976	9823	10057028000	9
2016.02.15	00:00:00	0.71004	0.71337	0.70994	0.71324	17281	15466560000	9
2016.02.15	04:00:00	0.71325	0.71711	0.71086	0.71675	20927	25119810000	9
2016.02.15	08:00:00	0.71674	0.71689	0.71350	0.71463	24231	25845124000	9
2016.02.15	12:00:00	0.71462	0.71684	0.71434	0.71518	18558	19500278000	9
2016.02.15	16:00:00	0.71518	0.71653	0.71343	0.71441	16194	17654805000	9
2016.02.15	20:00:00	0.71441	0.71459	0.71339	0.71342	7341	6527204000	9
2016.02.16	00:00:00	0.71346	0.71768	0.71296	0.71647	17543	16746828000	0
2016.02.16	04:00:00	0.71648	0.71768	0.71454	0.71470	17401	17398100000	9
2016.02.16	08:00:00	0.71470	0.71813	0.71424	0.71614	23384	28042125000	9
2016.02.16	12:00:00	0.71614	0.71680	0.71407	0.71450	20721	22326215000	9
2016.02.16	16:00:00	0.71449	0.71505	0.70811	0.71011	22076	27164362000	9
