<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.01.14	16:00:00	1.43597	1.43969	1.43357	1.43700	46656	41641053000	9
2016.01.14	20:00:00	1.43701	1.43760	1.43477	1.43656	24775	25153315000	9
2016.01.15	00:00:00	1.43607	1.43737	1.43423	1.43662	10716	7074655000	9
2016.01.15	04:00:00	1.43659	1.44038	1.43613	1.43900	12933	12145428000	9
2016.01.15	08:00:00	1.43900	1.45467	1.43836	1.45137	34811	29512482000	9
2016.01.15	12:00:00	1.45135	1.45328	1.44762	1.44815	31061	29203906000	9
2016.01.15	16:00:00	1.44812	1.45352	1.44222	1.45111	42136	41879300000	9
2016.01.15	20:00:00	1.45111	1.45532	1.45044	1.45357	25253	26149619000	9
2016.01.18	00:00:00	1.45901	1.46058	1.45236	1.45296	16195	14193750000	0
2016.01.18	04:00:00	1.45298	1.45464	1.45066	1.45288	17409	16394832000	9
2016.01.18	08:00:00	1.45288	1.45577	1.44931	1.45125	36825	34087670000	9
2016.01.18	12:00:00	1.45122	1.45270	1.44859	1.45156	35161	36219694000	9
2016.01.18	16:00:00	1.45155	1.45387	1.44890	1.45352	27516	28158475000	9
2016.01.18	20:00:00	1.45348	1.45834	1.45165	1.45569	11106	9872619000	9
2016.01.19	00:00:00	1.45508	1.45593	1.45235	1.45281	16813	12747600000	0
2016.01.19	04:00:00	1.45300	1.45488	1.44813	1.44813	16391	12519450000	9
2016.01.19	08:00:00	1.44813	1.44818	1.44428	1.44658	30529	26445144000	9
2016.01.19	12:00:00	1.44663	1.45079	1.44313	1.44866	32354	34590261000	9
2016.01.19	16:00:00	1.44866	1.45398	1.44850	1.45222	48547	47396277000	9
2016.01.19	20:00:00	1.45224	1.45887	1.45147	1.45772	31862	28707584000	9
2016.01.20	00:00:00	1.45774	1.46060	1.45511	1.45936	19182	17861282000	9
2016.01.20	04:00:00	1.45936	1.46432	1.45856	1.46242	19654	18412344000	9
2016.01.20	08:00:00	1.46242	1.46895	1.46225	1.46395	36117	36111966000	9
2016.01.20	12:00:00	1.46393	1.46641	1.46078	1.46298	37217	40043750000	9
2016.01.20	16:00:00	1.46298	1.46617	1.44912	1.45757	56856	56620692000	9
2016.01.20	20:00:00	1.45757	1.45839	1.44782	1.45022	40534	36772593000	9
2016.01.21	00:00:00	1.44998	1.45106	1.44494	1.44569	14675	12005593000	9
2016.01.21	04:00:00	1.44567	1.45146	1.44543	1.45074	18129	15383142000	9
2016.01.21	08:00:00	1.45076	1.45401	1.44638	1.44760	35003	35647269000	9
2016.01.21	12:00:00	1.44760	1.44903	1.43937	1.44161	38702	38807571000	9
2016.01.21	16:00:00	1.44159	1.44347	1.42273	1.42923	57271	54757918000	9
2016.01.21	20:00:00	1.42918	1.43252	1.42639	1.42651	41480	41528071000	9
2016.01.22	00:00:00	1.42643	1.42969	1.42584	1.42961	15896	13883696000	0
2016.01.22	04:00:00	1.42964	1.42996	1.42524	1.42526	16449	14975398000	9
2016.01.22	08:00:00	1.42530	1.42694	1.41885	1.41999	34936	33354228000	9
2016.01.22	12:00:00	1.42000	1.42045	1.41392	1.41854	36979	39566059000	9
2016.01.22	16:00:00	1.41851	1.41882	1.41142	1.41466	52131	54927399000	9
2016.01.22	20:00:00	1.41466	1.41587	1.41175	1.41211	35070	36017007000	9
2016.01.25	00:00:00	1.41409	1.41695	1.41295	1.41509	13709	15046454000	0
2016.01.25	04:00:00	1.41506	1.41516	1.41256	1.41403	13962	12389050000	9
2016.01.25	08:00:00	1.41401	1.42188	1.41316	1.41958	34307	33575766000	9
2016.01.25	12:00:00	1.41959	1.42192	1.41623	1.42136	38168	40715278000	9
2016.01.25	16:00:00	1.42135	1.42690	1.41625	1.42354	53168	59009158000	9
2016.01.25	20:00:00	1.42354	1.42915	1.42139	1.42898	28999	27821506000	9
2016.01.26	00:00:00	1.42898	1.43002	1.42693	1.42801	14880	11767773000	9
2016.01.26	04:00:00	1.42802	1.42955	1.42615	1.42925	13099	12474925000	9
2016.01.26	08:00:00	1.42923	1.43252	1.42618	1.42618	34292	33148927000	9
2016.01.26	12:00:00	1.42619	1.42657	1.41464	1.41481	43450	44127724000	9
2016.01.26	16:00:00	1.41483	1.41587	1.40442	1.40635	55282	51533568000	9
2016.01.26	20:00:00	1.40628	1.41246	1.40565	1.41163	28900	26889080000	0
2016.01.27	00:00:00	1.41134	1.41343	1.40833	1.41294	10971	8683562000	9
2016.01.27	04:00:00	1.41295	1.41336	1.40871	1.40932	13780	12607960000	9
2016.01.27	08:00:00	1.40932	1.41563	1.40906	1.41270	35614	39551562000	9
2016.01.27	12:00:00	1.41269	1.41446	1.40411	1.41075	42523	47746158000	9
2016.01.27	16:00:00	1.41076	1.41292	1.40275	1.40585	58080	59877010000	9
2016.01.27	20:00:00	1.40585	1.41476	1.40324	1.40946	40493	36924089000	0
2016.01.28	00:00:00	1.40971	1.41096	1.40696	1.40951	15928	11737069000	9
2016.01.28	04:00:00	1.40947	1.41223	1.40905	1.41125	18449	15675987000	9
2016.01.28	08:00:00	1.41127	1.41145	1.40467	1.40557	37755	34469820000	9
2016.01.28	12:00:00	1.40555	1.41188	1.40165	1.40201	42297	43004431000	9
2016.01.28	16:00:00	1.40201	1.40981	1.39476	1.40440	57638	48951337000	9
2016.01.28	20:00:00	1.40443	1.40679	1.40258	1.40275	37609	35592696000	9
2016.01.29	00:00:00	1.40276	1.40503	1.40276	1.40320	13633	9936873000	9
2016.01.29	04:00:00	1.40320	1.40547	1.39938	1.40018	29725	22505061000	9
2016.01.29	08:00:00	1.40018	1.40354	1.39674	1.40299	36729	34212519000	9
2016.01.29	12:00:00	1.40298	1.40870	1.40173	1.40336	38812	36638972000	9
2016.01.29	16:00:00	1.40336	1.41087	1.39709	1.40325	49371	44955156000	9
2016.01.29	20:00:00	1.40330	1.40473	1.39668	1.39703	28346	24866631000	9
2016.02.01	00:00:00	1.39681	1.40070	1.39640	1.40053	14468	10677614000	9
2016.02.01	04:00:00	1.40045	1.40142	1.39862	1.39958	16889	13644013000	9
2016.02.01	08:00:00	1.39958	1.40549	1.39954	1.40471	30011	28850269000	9
2016.02.01	12:00:00	1.40471	1.40618	1.39970	1.40270	36376	38057346000	9
2016.02.01	16:00:00	1.40268	1.40578	1.39815	1.40064	48531	43592198000	9
2016.02.01	20:00:00	1.40070	1.40093	1.39076	1.39447	28177	24682217000	9
2016.02.02	00:00:00	1.39410	1.39722	1.39340	1.39601	13676	8379742000	9
2016.02.02	04:00:00	1.39601	1.40077	1.39512	1.39988	18985	15696190000	9
2016.02.02	08:00:00	1.39989	1.40391	1.39989	1.40316	28362	26808004000	9
2016.02.02	12:00:00	1.40316	1.40699	1.39798	1.40655	33842	31243226000	9
2016.02.02	16:00:00	1.40651	1.40816	1.40230	1.40261	48516	43097231000	9
2016.02.02	20:00:00	1.40264	1.40542	1.40010	1.40529	31904	29939251000	9
2016.02.03	00:00:00	1.40525	1.40978	1.40401	1.40936	15836	10536418000	9
2016.02.03	04:00:00	1.40935	1.41025	1.40775	1.40862	14116	10356398000	9
2016.02.03	08:00:00	1.40862	1.40899	1.40098	1.40257	28892	24036635000	9
2016.02.03	12:00:00	1.40256	1.40303	1.38658	1.38749	39589	33805826000	9
2016.02.03	16:00:00	1.38752	1.39282	1.38274	1.38299	59548	49242705000	9
2016.02.03	20:00:00	1.38298	1.38312	1.37566	1.37770	36128	29410512000	9
2016.02.04	00:00:00	1.37769	1.37968	1.37194	1.37470	22515	18887419000	9
2016.02.04	04:00:00	1.37468	1.37727	1.37386	1.37663	13858	11857747000	9
2016.02.04	08:00:00	1.37663	1.37838	1.37107	1.37140	29443	27076071000	9
2016.02.04	12:00:00	1.37142	1.37193	1.36388	1.36736	43455	42204904000	9
2016.02.04	16:00:00	1.36736	1.37328	1.36493	1.37254	57081	55670391000	9
2016.02.04	20:00:00	1.37254	1.37580	1.37189	1.37520	34693	37233731000	9
2016.02.05	00:00:00	1.37525	1.37602	1.37319	1.37401	12290	9926325000	7
2016.02.05	04:00:00	1.37401	1.37488	1.37214	1.37294	11811	8663129000	9
2016.02.05	08:00:00	1.37285	1.37449	1.37092	1.37204	25240	29088023000	9
2016.02.05	12:00:00	1.37203	1.38051	1.37146	1.37822	34378	39128451000	9
2016.02.05	16:00:00	1.37822	1.38949	1.37759	1.38815	51998	50134329000	9
2016.02.05	20:00:00	1.38819	1.39178	1.38714	1.39139	29418	28200099000	9
2016.02.08	00:00:00	1.38975	1.39035	1.38683	1.38897	19875	15541410000	9
2016.02.08	04:00:00	1.38896	1.38991	1.38717	1.38801	12693	10073800000	9
2016.02.08	08:00:00	1.38800	1.39032	1.38401	1.38996	25664	26938612000	9
2016.02.08	12:00:00	1.38995	1.39778	1.38758	1.39467	40440	54192946000	9
2016.02.08	16:00:00	1.39471	1.39749	1.38893	1.39069	57066	61798638000	9
2016.02.08	20:00:00	1.39067	1.39552	1.39026	1.39237	33967	35914080000	9
2016.02.09	00:00:00	1.39228	1.39508	1.39174	1.39385	17547	13143199000	0
2016.02.09	04:00:00	1.39385	1.39489	1.39336	1.39390	14650	11595490000	9
2016.02.09	08:00:00	1.39390	1.39598	1.38822	1.39015	32857	30498155000	9
2016.02.09	12:00:00	1.39014	1.39398	1.38518	1.39033	41730	41136761000	9
2016.02.09	16:00:00	1.39032	1.39056	1.37861	1.38271	49507	49875879000	9
2016.02.09	20:00:00	1.38278	1.38965	1.38246	1.38649	35293	35550656000	9
2016.02.10	00:00:00	1.38658	1.39085	1.38631	1.38931	19526	16983150000	9
2016.02.10	04:00:00	1.38936	1.39204	1.38847	1.39140	19493	17845250000	9
2016.02.10	08:00:00	1.39138	1.39166	1.38435	1.38617	31885	34761981000	9
2016.02.10	12:00:00	1.38613	1.39069	1.38199	1.38894	40834	42536621000	9
2016.02.10	16:00:00	1.38894	1.39989	1.38329	1.39475	56668	56356484000	9
2016.02.10	20:00:00	1.39474	1.39575	1.39018	1.39202	30847	28606270000	9
2016.02.11	00:00:00	1.39210	1.39322	1.38821	1.39213	15253	12746350000	9
2016.02.11	04:00:00	1.39213	1.39635	1.39136	1.39571	15522	13280098000	9
2016.02.11	08:00:00	1.39571	1.39997	1.39371	1.39687	36232	36534581000	9
2016.02.11	12:00:00	1.39687	1.40124	1.39445	1.39855	46976	45096130000	9
2016.02.11	16:00:00	1.39854	1.40019	1.39183	1.39493	56911	54677093000	9
2016.02.11	20:00:00	1.39494	1.40159	1.39077	1.39344	46020	37362434000	9
2016.02.12	00:00:00	1.39361	1.39371	1.39109	1.39259	20907	15311999000	9
2016.02.12	04:00:00	1.39260	1.39362	1.38890	1.39181	21341	14308400000	9
2016.02.12	08:00:00	1.39181	1.39319	1.38939	1.39050	32697	30475265000	9
2016.02.12	12:00:00	1.39050	1.39559	1.38832	1.39458	34085	33283734000	9
2016.02.12	16:00:00	1.39457	1.39646	1.38126	1.38350	45403	41973045000	9
2016.02.12	20:00:00	1.38355	1.38661	1.38239	1.38443	26972	25469498000	9
2016.02.15	00:00:00	1.38474	1.38593	1.38161	1.38231	15554	11818912000	0
2016.02.15	04:00:00	1.38232	1.38356	1.38005	1.38008	16305	10603883000	9
2016.02.15	08:00:00	1.38009	1.38424	1.37975	1.38264	27417	25645970000	9
2016.02.15	12:00:00	1.38264	1.38341	1.38048	1.38297	29674	26801865000	9
2016.02.15	16:00:00	1.38299	1.38514	1.38132	1.38262	26689	23206528000	9
2016.02.15	20:00:00	1.38256	1.38408	1.38196	1.38318	6595	5304739000	9
2016.02.16	00:00:00	1.38347	1.38401	1.37726	1.37816	17291	10854300000	9
2016.02.16	04:00:00	1.37816	1.37883	1.37482	1.37708	14626	10268235000	9
2016.02.16	08:00:00	1.37707	1.38201	1.37059	1.37867	33239	28317012000	9
2016.02.16	12:00:00	1.37867	1.38371	1.37627	1.38174	42006	41395483000	9
2016.02.16	16:00:00	1.38174	1.39111	1.38061	1.38536	46287	41521454000	9
