<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.01.27	08:00:00	1.43438	1.43508	1.42954	1.43039	32588	35527925000	11
2016.01.27	12:00:00	1.43039	1.43547	1.42833	1.43377	34538	39733170000	11
2016.01.27	16:00:00	1.43377	1.43417	1.42296	1.42683	39865	36969713000	11
2016.01.27	20:00:00	1.42682	1.42778	1.42295	1.42327	27135	27620473000	0
2016.01.28	00:00:00	1.42318	1.42585	1.42315	1.42537	15548	12685024000	11
2016.01.28	04:00:00	1.42538	1.42619	1.42382	1.42439	17355	15752152000	11
2016.01.28	08:00:00	1.42437	1.43254	1.42391	1.43138	35358	33799861000	11
2016.01.28	12:00:00	1.43138	1.43454	1.42827	1.43341	39837	42282633000	11
2016.01.28	16:00:00	1.43341	1.44069	1.43153	1.43691	41450	35777963000	11
2016.01.28	20:00:00	1.43692	1.43880	1.43511	1.43581	16897	13669425000	11
2016.01.29	00:00:00	1.43577	1.43618	1.43493	1.43560	12714	10254498000	11
2016.01.29	04:00:00	1.43559	1.44018	1.43325	1.43916	28854	21710551000	11
2016.01.29	08:00:00	1.43920	1.44128	1.43392	1.43423	37350	31727308000	11
2016.01.29	12:00:00	1.43426	1.43587	1.42441	1.42534	42093	37795045000	11
2016.01.29	16:00:00	1.42534	1.42777	1.41490	1.42218	45956	40688982000	11
2016.01.29	20:00:00	1.42218	1.42522	1.42070	1.42422	17598	16654820000	11
2016.02.01	00:00:00	1.42384	1.42626	1.42276	1.42504	15262	11331327000	11
2016.02.01	04:00:00	1.42504	1.42680	1.42504	1.42634	13084	10809312000	10
2016.02.01	08:00:00	1.42634	1.43181	1.42441	1.42448	30161	25536698000	11
2016.02.01	12:00:00	1.42444	1.43054	1.42434	1.42902	34293	30959168000	11
2016.02.01	16:00:00	1.42899	1.43872	1.42852	1.43855	36624	31011698000	11
2016.02.01	20:00:00	1.43855	1.44444	1.43831	1.44308	18427	15837583000	11
2016.02.02	00:00:00	1.44307	1.44345	1.44170	1.44267	11605	7514181000	11
2016.02.02	04:00:00	1.44267	1.44350	1.43766	1.43965	18090	13173932000	11
2016.02.02	08:00:00	1.43961	1.43996	1.43256	1.43607	29585	23616873000	11
2016.02.02	12:00:00	1.43608	1.44453	1.43601	1.43824	34417	27624292000	11
2016.02.02	16:00:00	1.43825	1.44223	1.43621	1.44095	36723	31748469000	11
2016.02.02	20:00:00	1.44092	1.44263	1.44039	1.44069	14636	13776164000	11
2016.02.03	00:00:00	1.44064	1.44159	1.43909	1.44054	15453	9688275000	11
2016.02.03	04:00:00	1.44054	1.44136	1.43978	1.44097	12868	10080560000	11
2016.02.03	08:00:00	1.44097	1.44621	1.43832	1.44514	29622	23753061000	11
2016.02.03	12:00:00	1.44514	1.45449	1.44482	1.45224	36304	30534649000	11
2016.02.03	16:00:00	1.45228	1.46025	1.45226	1.45785	44085	33547695000	11
2016.02.03	20:00:00	1.45785	1.46486	1.45759	1.46017	25445	23822832000	11
2016.02.04	00:00:00	1.45936	1.46039	1.45801	1.45821	16614	10765683000	11
2016.02.04	04:00:00	1.45820	1.45883	1.45677	1.45703	13835	9998066000	11
2016.02.04	08:00:00	1.45703	1.46629	1.45621	1.46416	34943	29821886000	11
2016.02.04	12:00:00	1.46418	1.46679	1.45292	1.46144	50976	41116533000	11
2016.02.04	16:00:00	1.46143	1.46161	1.45603	1.45862	44308	39065080000	11
2016.02.04	20:00:00	1.45862	1.46125	1.45716	1.45866	17236	17014754000	11
2016.02.05	00:00:00	1.45877	1.45905	1.45686	1.45706	14421	11957465000	11
2016.02.05	04:00:00	1.45706	1.45765	1.45504	1.45532	11392	12162719000	11
2016.02.05	08:00:00	1.45532	1.45716	1.45073	1.45422	28605	30368016000	11
2016.02.05	12:00:00	1.45423	1.45905	1.44743	1.44811	34906	39059028000	11
2016.02.05	16:00:00	1.44814	1.45270	1.44515	1.44695	43751	50992938000	11
2016.02.05	20:00:00	1.44693	1.45071	1.44575	1.45001	15198	14435222000	11
2016.02.08	00:00:00	1.44787	1.45152	1.44733	1.45122	10915	9946800000	11
2016.02.08	04:00:00	1.45122	1.45210	1.45055	1.45159	10088	8851216000	11
2016.02.08	08:00:00	1.45160	1.45463	1.44839	1.45064	33946	36896463000	11
2016.02.08	12:00:00	1.45064	1.45082	1.43507	1.43960	45981	56287559000	11
2016.02.08	16:00:00	1.43961	1.44351	1.43647	1.44143	49127	53558292000	11
2016.02.08	20:00:00	1.44143	1.44435	1.44059	1.44290	27899	32445246000	11
2016.02.09	00:00:00	1.44290	1.44378	1.44169	1.44287	20370	16304254000	11
2016.02.09	04:00:00	1.44288	1.44338	1.44097	1.44163	24964	19545040000	11
2016.02.09	08:00:00	1.44165	1.44609	1.43898	1.44360	37580	36572831000	11
2016.02.09	12:00:00	1.44363	1.44850	1.43912	1.43951	49000	56517773000	11
2016.02.09	16:00:00	1.43950	1.45149	1.43777	1.44836	49691	56763390000	11
