<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.12.01	0.65841	0.68821	0.65744	0.68380	2100993	1454212974000	0
2016.01.01	0.68278	0.68343	0.63462	0.64774	2217687	1613465122000	0
2016.02.01	0.64824	0.67735	0.64476	0.65890	2507477	2121920638000	0
2016.03.01	0.65871	0.69653	0.65702	0.69067	2606787	2728544149000	0
2016.04.01	0.69059	0.70530	0.67580	0.69772	2218274	2439685861000	0
2016.05.01	0.69738	0.70527	0.66743	0.67614	2001899	2366190256000	0
2016.06.01	0.67616	0.72915	0.67592	0.71339	2257621	2840101981000	0
2016.07.01	0.71162	0.73238	0.69506	0.72078	1943703	2510479675000	0
2016.08.01	0.71998	0.73794	0.70860	0.72481	2080114	2213003761000	0
2016.09.01	0.72456	0.74843	0.72198	0.72842	2349362	2416542547000	0
2016.10.01	0.72717	0.73097	0.70335	0.71483	1946491	1993679789000	0
2016.11.01	0.71484	0.74020	0.69701	0.70808	2625665	2454707375000	0
2016.12.01	0.70792	0.72376	0.68201	0.68993	1905749	1331364883000	0
2017.01.01	0.69162	0.73490	0.68838	0.73084	2583915	1995671038000	0
2017.02.01	0.73078	0.73748	0.71288	0.71910	1904870	1544076542000	0
2017.03.01	0.71906	0.71921	0.68888	0.69818	1961103	1534412876000	0
2017.04.01	0.69893	0.70517	0.68471	0.68613	1363043	1029717615000	0
2017.05.01	0.68548	0.71210	0.68168	0.70807	1574311	1213690534000	0
2017.06.01	0.70804	0.73458	0.70557	0.73250	1155498	93380164000	0
2017.07.01	0.73222	0.75573	0.72006	0.75097	1348101	0	21
2017.08.01	0.75107	0.75231	0.71308	0.71771	1433488	0	6
2017.09.01	0.71771	0.74340	0.71448	0.72017	1961651	1321350000	0
2017.10.01	0.72100	0.72261	0.68180	0.68455	1534842	0	0
2017.11.01	0.68462	0.69798	0.67804	0.68308	1091997	0	0
2017.12.01	0.68303	0.71237	0.68165	0.70978	1150588	0	0
2018.01.01	0.70815	0.74370	0.70539	0.73629	2215897	0	1
2018.02.01	0.73629	0.74370	0.71764	0.72068	2187817	0	1
2018.03.01	0.72066	0.73549	0.71533	0.72390	1969985	0	1
2018.04.01	0.72235	0.73950	0.70332	0.70341	965025	0	1
2018.05.01	0.70341	0.70527	0.68508	0.69967	1246075	0	1
2018.06.01	0.69956	0.70598	0.67359	0.67764	915804	0	1
2018.07.01	0.67870	0.68588	0.66876	0.68106	825085	0	0
