<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2022.08.07	1.01711	1.03688	1.01594	1.02560	513915	0	0
2022.08.14	1.02545	1.02684	1.00321	1.00393	502125	0	0
2022.08.21	1.00348	1.00901	0.99004	0.99646	549301	0	0
2022.08.28	0.99645	1.00790	0.99110	0.99571	614192	0	0
2022.09.04	0.99282	1.01134	0.98640	1.00455	601805	0	0
2022.09.11	1.01017	1.01979	0.99444	1.00129	557145	0	0
2022.09.18	1.00043	1.00506	0.96678	0.96880	585207	0	0
2022.09.25	0.96714	0.98539	0.95357	0.97990	885965	0	0
2022.10.02	0.97747	0.99996	0.97259	0.97381	729659	0	0
2022.10.09	0.97312	0.98082	0.96314	0.97234	807156	0	0
2022.10.16	0.97184	0.98757	0.97050	0.98626	803683	0	0
2022.10.23	0.98619	1.00933	0.98070	0.99657	770177	0	0
2022.10.30	0.99554	0.99761	0.97302	0.99594	664712	0	0
2022.11.06	0.99007	1.03642	0.98987	1.03530	727751	0	0
2022.11.13	1.03393	1.04819	1.02714	1.03200	769263	0	0
2022.11.20	1.03195	1.04485	1.02228	1.03939	538414	0	0
2022.11.27	1.03664	1.05449	1.02899	1.05407	692092	0	0
2022.12.04	1.05306	1.05950	1.04431	1.05334	572323	0	0
2022.12.11	1.05276	1.07363	1.05058	1.05891	627073	0	0
2022.12.18	1.05812	1.06595	1.05733	1.06163	571507	0	0
2022.12.25	1.06282	1.07133	1.06055	1.06976	353936	0	0
2023.01.01	1.07016	1.07017	1.04832	1.06427	548830	0	0
2023.01.08	1.06394	1.08678	1.06360	1.08323	572449	0	0
2023.01.15	1.08295	1.08874	1.07661	1.08557	529992	0	0
2023.01.22	1.08622	1.09294	1.08352	1.08673	439290	0	0
2023.01.29	1.08618	1.10329	1.07923	1.07932	515854	0	0
2023.02.05	1.07800	1.07989	1.06664	1.06782	499165	0	0
2023.02.12	1.06803	1.08045	1.06128	1.06935	483937	0	0
2023.02.19	1.06848	1.07047	1.05362	1.05446	420557	0	0
2023.02.26	1.05459	1.06916	1.05330	1.06328	429818	0	0
2023.03.05	1.06228	1.07008	1.05244	1.06381	454818	0	0
2023.03.12	1.06934	1.07599	1.05160	1.06653	731816	0	0
2023.03.19	1.06830	1.09299	1.06313	1.07601	490461	0	0
2023.03.26	1.07706	1.09263	1.07451	1.08429	350166	0	0
2023.04.02	1.08398	1.09733	1.07882	1.08984	299870	0	0
2023.04.09	1.08953	1.10759	1.08313	1.09946	291052	0	0
2023.04.16	1.09886	1.09998	1.09093	1.09894	295827	0	0
2023.04.23	1.09885	1.10956	1.09604	1.10163	331494	0	0
2023.04.30	1.10119	1.10918	1.09422	1.10182	335995	0	0
2023.05.07	1.10226	1.10538	1.08478	1.08498	294013	0	0
2023.05.14	1.08530	1.09047	1.07599	1.08048	295748	0	0
2023.05.21	1.08045	1.08314	1.07018	1.07258	346441	0	0
2023.05.28	1.07178	1.07791	1.06353	1.07060	301471	0	0
2023.06.04	1.07071	1.07871	1.06671	1.07495	267751	0	0
2023.06.11	1.07448	1.09706	1.07330	1.09406	299615	0	0
2023.06.18	1.09273	1.10122	1.08444	1.08898	293340	0	0
2023.06.25	1.09047	1.09769	1.08354	1.09092	365149	0	0
2023.07.02	1.09090	1.09734	1.08336	1.09680	289081	0	0
2023.07.09	1.09590	1.12450	1.09436	1.12303	312476	0	0
2023.07.16	1.12288	1.12758	1.11080	1.11246	316641	0	0
2023.07.23	1.11213	1.11497	1.09437	1.10141	422155	0	0
2023.07.30	1.10230	1.10459	1.09124	1.10055	363784	0	0
2023.08.06	1.10111	1.10653	1.09292	1.09451	321750	0	0
2023.08.13	1.09492	1.09602	1.08451	1.08696	402109	0	0
2023.08.20	1.08671	1.09305	1.07656	1.07944	375762	0	0
2023.08.27	1.07958	1.09455	1.07715	1.07728	410169	0	0
2023.09.03	1.07738	1.08089	1.06861	1.06993	347043	0	0
2023.09.10	1.07147	1.07688	1.06314	1.06591	387257	0	0
2023.09.17	1.06587	1.07370	1.06149	1.06428	333681	0	0
2023.09.24	1.06498	1.06552	1.04881	1.05735	238431	0	0
2023.10.01	1.05651	1.06002	1.04480	1.05852	349896	0	0
2023.10.08	1.05491	1.06398	1.04954	1.05070	428936	0	0
2023.10.15	1.05084	1.06164	1.05023	1.05931	369441	0	0
2023.10.22	1.05918	1.06947	1.05218	1.05640	352931	0	0
2023.10.29	1.05647	1.07466	1.05166	1.07292	388937	0	0
2023.11.05	1.07215	1.07561	1.06560	1.06845	234832	0	0
2023.11.12	1.06751	1.09137	1.06648	1.09128	304865	0	0
2023.11.19	1.09008	1.09649	1.08522	1.09362	195077	0	0
2023.11.26	1.09386	1.10169	1.08289	1.08823	220068	0	0
2023.12.03	1.08738	1.08944	1.07235	1.07573	264025	0	0
2023.12.10	1.07583	1.10092	1.07415	1.08939	399436	0	0
