<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.10.01	149.605	151.706	147.291	151.618	1941430	0	0
2023.11.01	151.604	151.906	146.669	148.179	1270108	0	0
2023.12.01	148.179	148.348	140.249	140.991	3120165	0	0
2024.01.01	140.830	148.804	140.807	146.894	6053649	0	0
2024.02.01	146.890	150.881	145.895	149.955	2765271	0	0
2024.03.01	149.968	151.968	146.480	151.321	1628773	0	0
2024.04.01	151.310	160.222	150.810	157.789	1075468	0	0
2024.05.01	157.780	157.986	151.860	157.220	894088	0	0
2024.06.01	157.180	161.282	154.544	160.826	850624	0	0
2024.07.01	160.760	161.950	149.609	149.969	1148473	0	0
2024.08.01	149.944	150.888	141.689	146.151	1558154	0	0
2024.09.01	146.060	147.206	139.578	143.606	1530538	0	1
2024.10.01	143.593	153.881	142.971	152.041	1372722	0	1
2024.11.01	152.040	156.746	149.465	149.660	1471992	0	1
2024.12.01	149.650	158.082	148.640	157.121	1262648	0	1
2025.01.01	157.059	158.876	153.712	155.180	1353998	0	1
2025.02.01	154.803	155.886	148.561	150.608	1322492	0	1
2025.03.01	150.627	151.301	146.541	149.925	1678751	0	1
2025.04.01	149.922	150.481	139.877	143.027	3037282	0	0
2025.05.01	142.960	148.638	142.106	144.007	2098031	0	0
2025.06.01	143.775	148.016	142.372	143.984	1839559	0	0
2025.07.01	143.963	150.831	142.673	150.709	1661458	0	0
2025.08.01	150.705	150.911	146.207	146.970	1446024	0	0
2025.09.01	147.042	149.954	145.482	147.925	1041439	0	1
2025.10.01	147.812	154.444	146.589	153.971	1156118	0	2
2025.11.01	153.976	157.890	152.820	156.134	966429	0	1
2025.12.01	156.053	157.774	154.341	156.649	1013047	0	0
2026.01.01	156.652	156.997	156.518	156.823	35092	0	2
